Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,212.000000,213.000000,210.000000,211.350006,209.399841,7238453
2023-01-04,211.000000,211.350006,205.850006,208.100006,206.179825,14226706
2023-01-05,209.600006,209.750000,205.149994,207.600006,205.684433,10272550
2023-01-06,207.600006,208.750000,204.100006,205.399994,203.504730,9603038
2023-01-09,206.449997,207.149994,205.199997,206.199997,204.297348,6631221
2023-01-10,206.649994,207.800003,204.699997,206.050003,204.148743,8246247
2023-01-11,206.850006,207.300003,205.149994,205.850006,203.950577,7061239
2023-01-12,206.399994,206.800003,203.800003,205.699997,203.801956,6167789
2023-01-13,205.699997,206.800003,204.149994,206.449997,204.545044,5801690
2023-01-16,207.300003,208.250000,206.149994,206.949997,205.040421,4396161
2023-01-17,206.899994,208.500000,206.000000,207.699997,205.783508,5676087
2023-01-18,207.649994,208.350006,207.300003,207.500000,205.585358,4564618
2023-01-19,206.949997,207.500000,205.050003,205.300003,203.405655,4978935
2023-01-20,205.350006,208.500000,205.100006,207.199997,205.288116,6362978
2023-01-23,207.750000,208.000000,206.699997,207.000000,205.089966,4638356
2023-01-24,207.050003,208.149994,205.500000,205.850006,203.950577,6551672
2023-01-25,205.850006,206.250000,200.850006,201.449997,199.591171,9681030
2023-01-27,202.500000,203.850006,196.649994,202.350006,200.482880,13521282
2023-01-30,203.449997,205.800003,201.350006,204.350006,202.464432,10341362
2023-01-31,205.500000,214.649994,204.449997,212.899994,210.935516,16807189
2023-02-01,214.899994,215.399994,196.649994,205.850006,203.950577,19017445
2023-02-02,204.949997,208.800003,204.000000,206.300003,204.396423,9841415
2023-02-03,207.500000,208.199997,202.000000,205.300003,203.405655,10618799
2023-02-06,209.000000,212.850006,206.750000,208.550003,206.625671,17908243
2023-02-07,209.500000,210.000000,205.000000,206.300003,204.396423,8095192
2023-02-08,206.300003,207.550003,204.199997,207.149994,205.238571,8259877
2023-02-09,207.199997,207.649994,203.550003,205.500000,203.603806,6294658
2023-02-10,205.500000,206.149994,202.850006,204.800003,202.910263,5515771
2023-02-13,205.300003,206.250000,202.300003,203.600006,201.721344,6844360
2023-02-14,203.699997,204.500000,201.850006,203.100006,201.225952,5125639
2023-02-15,202.649994,205.649994,202.350006,205.250000,203.356110,6323738
2023-02-16,205.600006,206.399994,204.500000,205.149994,203.257034,4862186
2023-02-17,204.500000,206.050003,204.149994,204.699997,202.811188,5939096
2023-02-20,204.800003,205.350006,202.199997,203.800003,201.919495,7780404
2023-02-21,204.850006,209.750000,204.600006,207.949997,206.031204,15068225
2023-02-22,207.550003,207.550003,201.600006,202.300003,200.433334,15048335
2023-02-23,202.800003,203.699997,200.600006,201.300003,199.442566,10723010
2023-02-24,201.899994,202.949997,201.300003,202.300003,200.433334,5212611
2023-02-27,201.949997,202.300003,197.500000,199.750000,197.906860,12387738
2023-02-28,200.949997,202.949997,199.550003,202.550003,200.681030,6795039
2023-03-01,203.300003,205.399994,202.399994,204.550003,202.662582,6502602
2023-03-02,204.500000,206.300003,203.550003,205.600006,203.702896,6290128
2023-03-03,206.100006,209.250000,206.000000,207.750000,205.833038,9201938
2023-03-06,208.500000,212.899994,208.100006,210.300003,208.359512,11959992
2023-03-08,209.449997,211.899994,208.100006,211.250000,209.300751,7273306
2023-03-09,211.750000,212.750000,209.399994,209.750000,207.814590,7481807
2023-03-10,208.050003,209.199997,206.000000,208.750000,206.823822,5967859
2023-03-13,207.050003,209.199997,202.199997,202.850006,200.978271,7250840
2023-03-14,203.850006,205.199997,201.699997,203.399994,201.523178,7282943
2023-03-15,205.000000,205.449997,202.550003,202.949997,201.077332,5658938
2023-03-16,202.949997,204.550003,198.850006,203.399994,201.523178,7483698
2023-03-17,204.449997,206.399994,203.649994,205.149994,203.257034,6398045
2023-03-20,204.500000,204.550003,200.500000,202.600006,200.730576,6100721
2023-03-21,203.000000,203.600006,201.600006,202.300003,200.433334,4431418
2023-03-22,203.350006,203.800003,200.500000,200.949997,199.095795,7561000
2023-03-23,200.000000,202.199997,199.550003,200.100006,198.253647,5367782
2023-03-24,200.100006,201.250000,192.100006,192.750000,190.971451,16010459
2023-03-27,192.899994,194.000000,184.449997,186.649994,184.927734,22247890
2023-03-28,186.699997,187.500000,182.350006,183.949997,182.252655,12023683
2023-03-29,184.500000,187.699997,183.300003,185.500000,183.788345,17480941
2023-03-31,188.500000,191.600006,187.949997,190.250000,188.494522,13519886
2023-04-03,193.350006,196.050003,192.050003,193.949997,192.160385,14927965
2023-04-05,194.649994,194.949997,192.500000,194.600006,192.804382,7802577
2023-04-06,193.500000,196.000000,192.100006,195.250000,193.448380,8898362
2023-04-10,195.500000,197.750000,195.100006,195.699997,193.894226,7752647
2023-04-11,197.000000,197.899994,195.800003,197.550003,195.727173,4957133
2023-04-12,198.000000,198.600006,195.550003,197.100006,195.281326,8183550
2023-04-13,197.199997,197.199997,194.250000,196.300003,194.488693,6448150
2023-04-17,196.300003,197.600006,194.800003,196.949997,195.132690,4756452
2023-04-18,197.500000,198.199997,196.149994,197.250000,195.429932,4249222
2023-04-19,197.550003,197.750000,193.050003,193.449997,191.664993,6753761
2023-04-20,193.550003,196.800003,193.449997,196.399994,194.587769,6086016
2023-04-21,196.949997,196.949997,194.500000,195.699997,193.894226,4015567
2023-04-24,196.500000,196.699997,194.800003,195.850006,194.042862,5017631
2023-04-25,195.850006,198.800003,195.350006,197.649994,195.826233,5957551
2023-04-26,197.649994,198.949997,196.149994,198.199997,196.371170,4910837
2023-04-27,198.449997,199.949997,197.649994,198.500000,196.668396,5215692
2023-04-28,199.500000,201.550003,199.000000,201.100006,199.244415,7951645
2023-05-02,201.949997,202.949997,200.399994,201.750000,199.888412,6881245
2023-05-03,201.800003,204.250000,200.449997,203.800003,201.919495,8641713
2023-05-04,203.899994,204.550003,202.100006,203.850006,201.969040,8211667
2023-05-05,203.899994,205.600006,199.399994,200.149994,198.303162,16337389
2023-05-08,201.500000,203.199997,199.500000,202.699997,200.829636,7724617
2023-05-09,203.750000,205.100006,202.399994,203.300003,201.424103,7956883
2023-05-10,203.500000,204.449997,202.199997,204.149994,202.266251,5026713
2023-05-11,204.500000,207.199997,204.149994,206.300003,204.396423,8986218
2023-05-12,206.850006,207.800003,206.149994,207.050003,205.139511,7304524
2023-05-15,207.649994,209.399994,206.449997,208.149994,206.229355,6740655
2023-05-16,208.850006,215.000000,208.199997,211.350006,209.399841,18196503
2023-05-17,212.399994,212.399994,206.850006,207.750000,205.833038,9107799
2023-05-18,209.000000,209.699997,204.100006,204.600006,202.712112,8248339
2023-05-19,206.300003,206.500000,201.800003,205.850006,203.950577,9002705
2023-05-22,206.000000,206.899994,204.100006,206.199997,204.297348,5577418
2023-05-23,206.500000,207.449997,205.500000,206.899994,204.990891,5017652
2023-05-24,206.649994,208.000000,205.550003,207.149994,205.238571,5447203
2023-05-25,207.199997,211.199997,206.550003,210.800003,208.854904,8705559
2023-05-26,212.250000,213.800003,210.649994,212.199997,210.241989,8476048
2023-05-29,213.000000,217.699997,211.699997,217.000000,214.997696,12956419
2023-05-30,218.000000,218.449997,215.000000,216.899994,214.898605,11975300
2023-05-31,216.899994,219.000000,212.899994,213.550003,211.579529,11299432
2023-06-01,213.949997,217.000000,213.000000,215.300003,213.313385,6324964
2023-06-02,216.399994,216.899994,215.000000,215.649994,213.660141,4908437
2023-06-05,217.000000,219.399994,216.149994,219.050003,217.028778,8688870
2023-06-06,219.800003,219.800003,215.550003,216.750000,214.750000,8301040
2023-06-07,216.600006,219.649994,214.100006,218.449997,218.449997,11387499
2023-06-08,218.949997,226.199997,218.449997,220.649994,220.649994,31056302
2023-06-09,224.600006,224.600006,220.199997,221.199997,221.199997,11045069
2023-06-12,221.949997,223.550003,220.350006,220.949997,220.949997,6342344
2023-06-13,221.500000,222.800003,220.850006,221.800003,221.800003,6249947
2023-06-14,222.500000,225.250000,221.550003,224.149994,224.149994,10509540
2023-06-15,224.399994,224.649994,220.149994,220.600006,220.600006,7665159
2023-06-16,221.899994,223.699997,220.899994,222.250000,222.250000,7136739
2023-06-19,223.000000,224.149994,221.000000,223.149994,223.149994,7473608
2023-06-20,223.100006,226.350006,222.600006,224.949997,224.949997,11221842
2023-06-21,225.250000,226.000000,222.600006,224.300003,224.300003,6987933
2023-06-22,224.850006,225.149994,220.500000,221.100006,221.100006,6857007
2023-06-23,222.000000,222.100006,215.699997,218.300003,218.300003,10890426
2023-06-26,218.300003,219.350006,216.300003,218.600006,218.600006,5136478
2023-06-27,218.899994,220.500000,218.600006,219.250000,219.250000,4694432
2023-06-28,219.250000,219.250000,219.250000,219.250000,219.250000,0
2023-06-30,219.699997,222.500000,218.850006,221.850006,221.850006,9940002
2023-07-03,222.899994,224.199997,221.600006,221.899994,221.899994,5792956
2023-07-04,222.100006,223.300003,220.199997,220.649994,220.649994,4598056
2023-07-05,220.949997,223.750000,220.550003,221.699997,221.699997,5879342
2023-07-06,225.000000,230.300003,223.550003,229.600006,229.600006,30885511
2023-07-07,229.800003,232.350006,226.100006,228.000000,228.000000,16592198
2023-07-10,229.250000,229.250000,224.649994,225.000000,225.000000,7143637
2023-07-11,226.000000,226.850006,224.699997,225.500000,225.500000,5156417
2023-07-12,226.250000,227.250000,225.199997,226.300003,226.300003,7366992
2023-07-13,227.000000,227.199997,220.899994,221.850006,221.850006,9389403
2023-07-14,222.750000,222.750000,218.550003,221.050003,221.050003,10191602
2023-07-17,221.949997,224.699997,221.250000,223.500000,223.500000,7071156
2023-07-18,224.199997,224.300003,220.750000,221.500000,221.500000,6695221
2023-07-19,221.399994,221.399994,217.500000,219.500000,219.500000,14481130
2023-07-20,219.800003,220.649994,217.750000,218.149994,218.149994,6910107
2023-07-21,218.149994,219.199997,216.750000,217.399994,217.399994,5715378
2023-07-24,218.250000,218.750000,216.800003,217.350006,217.350006,4387406
2023-07-25,217.500000,220.500000,217.500000,219.449997,219.449997,7602866
2023-07-26,220.399994,222.399994,219.800003,221.500000,221.500000,8511027
2023-07-27,222.250000,222.550003,220.500000,220.899994,220.899994,7845672
2023-07-28,220.899994,237.199997,220.000000,234.649994,234.649994,57651036
2023-07-31,236.550003,238.899994,235.199997,236.699997,236.699997,18682254
2023-08-01,237.399994,245.399994,236.250000,244.399994,244.399994,27535144
2023-08-02,244.699997,244.699997,233.300003,235.750000,235.750000,22636262
2023-08-03,235.250000,237.600006,232.550003,235.449997,235.449997,10784942
2023-08-04,237.000000,237.350006,234.500000,235.649994,235.649994,7710303
2023-08-07,236.899994,237.000000,232.199997,232.800003,232.800003,7286281
2023-08-08,234.500000,236.649994,230.500000,233.899994,233.899994,9464101
2023-08-09,237.000000,237.000000,232.000000,234.899994,234.899994,10515447
2023-08-10,236.000000,241.699997,233.500000,237.149994,237.149994,25155361
2023-08-11,238.050003,238.350006,235.149994,236.199997,236.199997,6875382
2023-08-14,236.000000,236.149994,229.100006,231.149994,231.149994,10730311
2023-08-16,230.000000,235.500000,228.050003,234.949997,234.949997,6716135
2023-08-17,234.949997,235.850006,231.899994,232.500000,232.500000,6535775
2023-08-18,232.500000,233.500000,229.600006,230.100006,230.100006,6814759
2023-08-21,230.649994,240.399994,230.100006,239.350006,239.350006,14519170
2023-08-22,242.000000,244.100006,239.600006,243.500000,243.500000,22416067
2023-08-23,244.649994,248.500000,243.500000,245.600006,245.600006,23010389
2023-08-24,247.000000,252.800003,246.500000,249.750000,249.750000,28698029
2023-08-25,249.649994,251.699997,243.399994,245.600006,245.600006,15076489
2023-08-28,246.149994,246.899994,243.699997,244.949997,244.949997,7395680
2023-08-29,245.000000,248.500000,244.949997,246.899994,246.899994,7267365
2023-08-30,248.000000,250.500000,246.899994,247.350006,247.350006,8228142
2023-08-31,248.649994,249.750000,244.250000,245.100006,245.100006,11641155
2023-09-01,246.750000,255.949997,246.100006,255.350006,255.350006,28052910
2023-09-04,257.950012,262.299988,255.100006,259.149994,259.149994,18767431
2023-09-05,260.799988,262.500000,255.649994,258.450012,258.450012,14987193
2023-09-06,261.000000,261.799988,254.649994,257.500000,257.500000,9250338
2023-09-07,258.000000,266.350006,256.299988,263.700012,263.700012,17703150
2023-09-08,264.850006,276.500000,263.700012,268.850006,268.850006,53019645
2023-09-11,274.000000,274.000000,269.149994,271.899994,271.899994,16450404
2023-09-12,276.000000,276.000000,260.000000,262.700012,262.700012,23738913
2023-09-13,263.500000,267.600006,261.000000,265.000000,265.000000,11803636
2023-09-14,266.850006,268.000000,263.450012,265.100006,265.100006,7915449
